param_value,n_nodes,run_id,tau,alpha
100,10,110,56509,0.0
100,10,111,53153,0.0
100,10,112,80710,0.0
100,10,113,52346,0.0
100,10,114,43579,0.0
100,10,115,117215,0.0
100,10,116,51464,0.0
100,10,117,77345,0.0
100,10,118,37292,0.0
100,10,119,65059,0.0
100,10,120,79376,0.0
100,10,121,116899,0.0
100,10,122,67508,0.0
100,10,123,83946,0.0
100,10,124,67367,0.0
100,10,125,74073,0.0
100,10,126,70693,0.0
100,10,127,62610,0.0
100,10,128,73864,0.0
100,10,129,71996,0.0
100,10,130,43057,0.0
100,10,131,56556,0.0
100,10,132,50610,0.0
100,10,133,43807,0.0
100,10,134,68892,0.0
100,10,135,74997,0.0
100,10,136,65158,0.0
100,10,137,56194,0.0
100,10,138,80592,0.0
100,10,139,42811,0.0
100,10,140,50171,0.0
100,10,141,72227,0.0
100,10,142,106463,0.0
100,10,143,67047,0.0
100,10,144,57258,0.0
100,10,145,89549,0.0
100,10,146,58780,0.0
100,10,147,54366,0.0
100,10,148,51793,0.0
100,10,149,57777,0.0
150,10,0,315562,0.0
150,10,1,187697,0.0
150,10,2,119675,0.0
150,10,3,125323,0.0
150,10,4,153687,0.0
150,10,5,139787,0.0
150,10,6,145317,0.0
150,10,7,150972,0.0
150,10,8,125518,0.0
150,10,9,139270,0.0
150,10,10,116744,0.0
150,10,11,101282,0.0
150,10,12,206418,0.0
150,10,13,129996,0.0
150,10,14,155653,0.0
150,10,15,157634,0.0
150,10,16,152192,0.0
150,10,17,127893,0.0
150,10,18,94165,0.0
150,10,19,185090,0.0
150,10,20,131663,0.0
150,10,21,134599,0.0
150,10,22,180007,0.0
150,10,23,198934,0.0
150,10,24,126999,0.0
150,10,25,162767,0.0
150,10,26,176277,0.0
150,10,27,169718,0.0
150,10,28,183691,0.0
150,10,29,203562,0.0
150,10,30,113965,0.0
150,10,31,127455,0.0
150,10,32,184881,0.0
150,10,33,120180,0.0
150,10,34,105173,0.0
150,10,35,141795,0.0
150,10,36,123316,0.0
150,10,37,103735,0.0
150,10,38,138433,0.0
150,10,39,203200,0.0
150,10,40,159719,0.0
150,10,41,146720,0.0
150,10,42,200631,0.0
150,10,43,154861,0.0
150,10,44,131332,0.0
150,10,45,97745,0.0
150,10,46,208822,0.0
150,10,47,205179,0.0
150,10,48,47453,0.0
150,10,49,114797,0.0
150,10,50,109108,0.0
150,10,51,101175,0.0
150,10,52,215483,0.0
150,10,53,179200,0.0
150,10,54,99156,0.0
150,10,55,156271,0.0
150,10,56,156339,0.0
150,10,57,83165,0.0
150,10,58,102968,0.0
150,10,59,110999,0.0
150,10,60,104103,0.0
150,10,61,131963,0.0
150,10,62,100253,0.0
150,10,63,145258,0.0
150,10,64,179810,0.0
150,10,65,171992,0.0
150,10,66,215102,0.0
150,10,67,136635,0.0
150,10,68,94622,0.0
150,10,69,178037,0.0
150,10,70,210127,0.0
150,10,71,183756,0.0
150,10,72,101699,0.0
150,10,73,143782,0.0
150,10,74,131122,0.0
150,10,75,144882,0.0
150,10,76,131143,0.0
150,10,77,228359,0.0
150,10,78,180481,0.0
150,10,79,154913,0.0
150,10,80,135352,0.0
150,10,81,129643,0.0
150,10,82,156796,0.0
150,10,83,129465,0.0
150,10,84,100264,0.0
150,10,85,94236,0.0
150,10,86,90659,0.0
150,10,87,112475,0.0
150,10,88,105359,0.0
150,10,89,99848,0.0
150,10,90,169493,0.0
150,10,91,100031,0.0
150,10,92,236935,0.0
150,10,93,226711,0.0
150,10,94,120227,0.0
150,10,95,85883,0.0
150,10,96,73455,0.0
150,10,97,142875,0.0
150,10,98,184285,0.0
150,10,99,67927,0.0
150,10,100,169839,0.0
150,10,101,157013,0.0
150,10,102,86474,0.0
150,10,103,136615,0.0
150,10,104,167182,0.0
150,10,105,167661,0.0
150,10,106,199187,0.0
150,10,107,149706,0.0
150,10,108,130921,0.0
150,10,109,109579,0.0
150,10,110,137887,0.0
150,10,111,102555,0.0
150,10,112,166127,0.0
150,10,113,154167,0.0
150,10,114,131027,0.0
150,10,115,181215,0.0
150,10,116,215033,0.0
150,10,117,190415,0.0
150,10,118,141671,0.0
150,10,119,93775,0.0
150,10,120,106972,0.0
150,10,121,164149,0.0
150,10,122,165862,0.0
150,10,123,165325,0.0
150,10,124,149999,0.0
150,10,125,175381,0.0
150,10,126,201404,0.0
150,10,127,122729,0.0
150,10,128,97378,0.0
150,10,129,115551,0.0
150,10,130,118330,0.0
150,10,131,124052,0.0
150,10,132,99549,0.0
150,10,133,218895,0.0
150,10,134,129795,0.0
150,10,135,115410,0.0
150,10,136,124333,0.0
150,10,137,151797,0.0
150,10,138,157888,0.0
150,10,139,70115,0.0
150,10,140,162510,0.0
150,10,141,99707,0.0
150,10,142,159723,0.0
150,10,143,135322,0.0
150,10,144,128380,0.0
150,10,145,143898,0.0
150,10,146,155780,0.0
150,10,147,94702,0.0
150,10,148,142508,0.0
150,10,149,270312,0.0
200,10,0,357114,0.0
200,10,1,323290,0.0
200,10,2,180922,0.0
200,10,3,308398,0.0
200,10,4,229395,0.0
200,10,5,301122,0.0
200,10,6,301968,0.0
200,10,7,504870,0.0
200,10,8,193776,0.0
200,10,9,277600,0.0
200,10,10,255307,0.0
200,10,11,158074,0.0
200,10,12,380511,0.0
200,10,13,323118,0.0
200,10,14,213169,0.0
